,year,epiweek,geo_code,hhs,symptom:Fever,symptom:Low-grade fever,symptom:Cough,symptom:Sore throat,symptom:Headache,symptom:Fatigue,symptom:Vomiting,symptom:Diarrhea,symptom:Shortness of breath,symptom:Chest pain,symptom:Dizziness,symptom:Confusion,symptom:Generalized tonic–clonic seizure,symptom:Weakness
643,2022,28,IL,5,4.66,0.26,5.47,2.5,5.06,5.64,3.35,5.38,0.83,1.57,2.29,0.28,0.21,0.55
644,2022,29,IL,5,5.13,0.27,5.49,2.55,5.09,5.58,3.33,5.4,0.81,1.57,2.35,0.28,0.23,0.54
645,2022,30,IL,5,5.02,0.26,5.5,2.52,5.03,5.59,3.31,5.37,0.82,1.69,2.24,0.28,0.22,0.55
646,2022,31,IL,5,5.5,0.26,5.43,2.54,4.99,5.47,3.28,5.32,0.81,1.6,2.25,0.29,0.23,0.54
647,2022,32,IL,5,4.55,0.25,5.45,2.44,4.97,5.5,3.22,5.25,0.81,1.52,2.15,0.27,0.23,0.52
648,2022,33,IL,5,4.26,0.23,5.44,2.41,4.8,5.41,3.11,5.03,0.79,1.51,2.11,0.28,0.23,0.51
649,2022,34,IL,5,4.56,0.25,6.07,2.77,4.79,5.4,3.12,5.01,0.81,1.46,2.03,0.28,0.23,0.49
650,2022,35,IL,5,4.9,0.27,7.2,3.2,4.81,5.34,3.16,5.0,0.85,1.47,2.04,0.28,0.23,0.52
651,2022,36,IL,5,4.68,0.24,7.44,3.0,4.81,5.27,3.15,4.92,0.85,1.52,2.03,0.28,0.22,0.5
652,2022,37,IL,5,4.52,0.24,7.28,2.88,4.76,5.32,3.15,4.82,0.86,1.53,2.03,0.31,0.24,0.52
653,2022,38,IL,5,4.46,0.22,7.5,2.89,4.8,5.33,3.07,4.76,0.86,1.49,2.06,0.29,0.23,0.51
654,2022,39,IL,5,4.47,0.22,7.84,2.98,4.64,5.22,3.07,4.58,0.83,1.46,1.94,0.3,0.24,0.48
655,2022,40,IL,5,4.76,0.23,8.83,3.21,4.79,5.26,3.1,4.68,0.88,1.52,1.97,0.31,0.24,0.5
656,2022,41,IL,5,4.9,0.25,9.63,3.34,4.83,5.3,3.26,4.62,0.9,1.58,1.94,0.32,0.23,0.54
657,2022,42,IL,5,5.39,0.28,10.53,3.55,4.9,5.46,3.33,4.71,0.94,1.57,1.99,0.31,0.23,0.51
658,2022,43,IL,5,5.47,0.31,10.96,3.44,4.84,5.37,3.56,4.87,0.93,1.62,2.0,0.32,0.23,0.51
659,2022,44,IL,5,6.35,0.37,11.63,3.74,4.93,5.76,3.66,4.87,0.94,1.63,2.02,0.32,0.23,0.51
660,2022,1,IN,5,8.14,0.7,12.31,4.13,5.66,5.87,3.88,5.51,1.06,1.96,2.06,0.27,0.22,0.48
661,2022,2,IN,5,7.8,0.64,10.6,3.79,5.5,5.67,3.72,5.28,1.0,1.96,2.08,0.3,0.22,0.57
662,2022,3,IN,5,6.84,0.53,9.38,3.31,5.31,5.6,3.71,5.24,1.0,1.94,2.07,0.29,0.22,0.57
663,2022,4,IN,5,5.45,0.38,7.61,2.7,5.06,5.51,3.64,5.06,0.97,1.83,2.04,0.31,0.25,0.55
664,2022,5,IN,5,4.21,0.23,6.03,2.14,4.74,5.08,3.44,4.88,0.89,1.76,1.92,0.28,0.23,0.5
665,2022,6,IN,5,4.01,0.19,5.51,1.94,4.99,5.55,3.64,5.13,0.91,1.9,2.05,0.3,0.24,0.54
666,2022,7,IN,5,3.94,0.19,5.58,2.07,4.83,5.55,3.9,5.38,0.9,1.79,2.03,0.29,0.24,0.52
667,2022,8,IN,5,3.92,0.19,5.71,2.11,4.83,5.49,3.96,5.49,0.89,1.73,2.03,0.28,0.26,0.51
668,2022,9,IN,5,4.11,0.2,5.96,2.31,5.19,5.55,3.98,5.5,0.91,1.7,2.45,0.31,0.23,0.55
669,2022,10,IN,5,4.29,0.22,6.67,2.51,4.79,5.48,4.22,5.8,0.87,1.69,2.07,0.29,0.24,0.52
670,2022,11,IN,5,4.48,0.24,6.92,2.52,4.72,5.58,4.3,5.89,0.89,1.65,2.09,0.27,0.23,0.52
671,2022,12,IN,5,4.17,0.22,7.0,2.52,4.94,5.65,4.19,5.82,0.94,1.74,2.12,0.29,0.25,0.61
672,2022,13,IN,5,4.18,0.2,6.63,2.46,4.97,5.75,4.13,5.75,0.88,1.73,2.14,0.29,0.26,0.57
673,2022,14,IN,5,4.0,0.2,6.46,2.39,4.91,5.84,4.21,5.94,0.91,1.76,2.23,0.3,0.23,0.56
674,2022,15,IN,5,4.11,0.2,6.32,2.43,4.71,5.56,3.87,5.61,0.89,1.65,2.12,0.3,0.25,0.52
675,2022,16,IN,5,4.39,0.22,6.69,2.56,4.88,5.8,3.9,5.54,0.88,1.65,2.16,0.31,0.24,0.55
676,2022,17,IN,5,4.44,0.23,6.95,2.58,4.68,5.63,3.65,5.39,0.9,1.62,2.06,0.3,0.26,0.53
677,2022,18,IN,5,4.54,0.23,6.73,2.65,4.64,5.42,3.54,5.14,0.86,1.62,1.99,0.3,0.24,0.48
678,2022,19,IN,5,4.55,0.23,6.68,2.69,4.56,5.57,3.42,5.07,0.89,1.53,2.14,0.29,0.23,0.5
679,2022,20,IN,5,4.42,0.22,6.7,2.67,4.58,5.4,3.34,5.68,0.87,1.57,2.04,0.29,0.23,0.52
680,2022,21,IN,5,4.38,0.23,6.58,2.63,4.61,5.3,3.4,6.15,0.86,1.61,2.03,0.26,0.24,0.5
681,2022,22,IN,5,4.35,0.22,6.53,2.64,4.71,5.64,3.37,5.54,0.87,1.6,2.2,0.27,0.23,0.52
682,2022,23,IN,5,4.17,0.22,6.13,2.46,4.98,5.61,3.39,5.51,0.86,1.67,2.15,0.28,0.23,0.55
683,2022,24,IN,5,4.34,0.19,5.63,2.37,4.98,5.52,3.44,5.46,0.84,1.62,2.44,0.28,0.22,0.52
684,2022,25,IN,5,4.22,0.2,5.45,2.32,4.92,5.72,3.42,5.45,0.84,1.64,2.44,0.28,0.23,0.54
685,2022,26,IN,5,4.32,0.22,5.32,2.26,4.94,5.74,3.46,5.55,0.85,1.64,2.34,0.29,0.23,0.5
686,2022,27,IN,5,4.44,0.24,5.3,2.22,4.99,5.76,3.56,5.65,0.85,1.66,2.41,0.3,0.24,0.53
687,2022,28,IN,5,4.63,0.25,5.32,2.31,5.22,5.91,3.41,5.47,0.94,1.71,2.54,0.3,0.25,0.54
688,2022,29,IN,5,4.95,0.27,5.33,2.32,5.24,5.72,3.43,5.4,0.83,1.71,2.43,0.29,0.27,0.52
689,2022,30,IN,5,4.86,0.25,5.31,2.25,5.1,5.69,3.27,5.33,0.85,1.78,2.32,0.29,0.26,0.51
690,2022,31,IN,5,5.08,0.26,5.26,2.29,4.99,5.54,3.24,5.21,0.85,1.69,2.25,0.29,0.26,0.52
691,2022,32,IN,5,4.73,0.27,5.73,2.48,4.96,5.58,3.14,5.08,0.82,1.62,2.15,0.28,0.25,0.51
692,2022,33,IN,5,4.85,0.28,6.37,2.71,4.93,5.54,3.18,4.96,0.84,1.54,2.14,0.3,0.27,0.48
693,2022,34,IN,5,4.89,0.28,6.69,2.79,4.93,5.65,3.22,5.1,0.86,1.6,2.13,0.28,0.27,0.47
694,2022,35,IN,5,4.55,0.24,6.52,2.7,4.84,5.52,3.17,4.95,0.86,1.6,2.12,0.3,0.25,0.5
695,2022,36,IN,5,4.42,0.23,6.41,2.64,4.94,5.42,3.24,4.94,0.88,1.64,2.08,0.29,0.25,0.49
696,2022,37,IN,5,4.27,0.2,6.44,2.64,4.87,5.51,3.21,4.94,0.89,1.62,2.13,0.29,0.25,0.47
697,2022,38,IN,5,4.31,0.21,6.87,2.71,4.83,5.51,3.11,4.82,0.85,1.57,2.09,0.32,0.26,0.5
698,2022,39,IN,5,4.37,0.2,7.3,2.84,4.65,5.27,3.06,4.7,0.86,1.59,1.95,0.3,0.27,0.46
699,2022,40,IN,5,4.5,0.21,8.15,2.99,4.76,5.38,3.16,4.72,0.88,1.57,2.05,0.31,0.26,0.48
700,2022,41,IN,5,4.55,0.24,8.83,3.12,4.81,5.34,3.37,4.8,0.89,1.63,2.06,0.31,0.23,0.53
701,2022,42,IN,5,4.66,0.25,8.9,3.12,4.92,5.49,3.41,4.79,0.9,1.67,2.09,0.32,0.24,0.49
702,2022,43,IN,5,4.77,0.24,9.01,3.02,4.9,5.54,3.58,4.95,0.92,1.64,2.09,0.32,0.25,0.52
703,2022,44,IN,5,5.49,0.3,9.37,3.33,4.87,5.96,3.61,4.85,0.92,1.68,2.09,0.32,0.26,0.51
704,2022,1,IA,7,8.61,0.65,13.82,4.86,5.99,6.34,4.5,6.5,1.08,2.0,2.27,0.3,0.21,0.51
705,2022,2,IA,7,8.95,0.68,12.39,4.69,6.07,6.01,4.47,6.33,1.08,2.05,2.24,0.31,0.21,0.59
706,2022,3,IA,7,7.63,0.55,11.09,4.08,5.79,5.98,4.36,6.22,1.07,1.97,2.25,0.31,0.24,0.55
707,2022,4,IA,7,6.61,0.41,9.49,3.46,5.59,6.08,4.18,6.1,0.99,1.93,2.27,0.31,0.25,0.54
708,2022,5,IA,7,5.81,0.36,8.25,3.11,5.52,6.06,4.2,6.22,1.03,1.9,2.27,0.32,0.27,0.56
709,2022,6,IA,7,5.54,0.29,7.74,2.98,5.47,6.17,4.27,6.28,0.95,2.04,2.29,0.32,0.24,0.56
710,2022,7,IA,7,5.37,0.29,7.72,3.02,5.47,6.22,4.53,6.49,1.04,1.91,2.37,0.27,0.26,0.56
711,2022,8,IA,7,5.1,0.23,7.59,2.9,5.41,5.85,4.56,6.51,0.98,1.77,2.25,0.33,0.25,0.56
712,2022,9,IA,7,4.78,0.27,7.17,2.83,5.71,5.98,4.49,6.45,0.99,1.73,2.75,0.31,0.28,0.57
713,2022,10,IA,7,4.67,0.22,7.25,2.8,5.4,6.04,4.64,6.75,0.97,1.74,2.29,0.29,0.23,0.54
714,2022,11,IA,7,4.57,0.24,7.05,2.77,5.18,6.09,4.83,7.23,0.92,1.75,2.32,0.35,0.24,0.57
715,2022,12,IA,7,4.38,0.2,6.57,2.68,5.36,6.21,4.61,7.0,0.95,1.75,2.36,0.34,0.29,0.68
716,2022,13,IA,7,4.45,0.2,6.36,2.6,5.28,6.18,4.68,6.92,0.96,1.82,2.37,0.33,0.27,0.6
717,2022,14,IA,7,4.51,0.2,6.5,2.8,5.24,6.18,4.71,7.15,0.96,1.75,2.41,0.33,0.23,0.63
718,2022,15,IA,7,4.53,0.22,6.81,2.9,5.07,6.07,4.51,6.89,0.97,1.69,2.27,0.34,0.24,0.6
719,2022,16,IA,7,4.85,0.22,7.09,3.04,5.34,6.29,4.5,6.77,0.96,1.73,2.39,0.32,0.21,0.62
720,2022,17,IA,7,4.78,0.2,6.99,3.06,5.24,6.13,4.09,6.41,0.95,1.72,2.33,0.34,0.27,0.58
721,2022,18,IA,7,5.0,0.26,6.93,3.1,5.16,5.94,4.08,6.2,0.92,1.65,2.25,0.34,0.25,0.57
722,2022,19,IA,7,4.72,0.24,6.42,2.89,4.95,5.81,3.85,6.01,0.92,1.52,2.34,0.32,0.22,0.53
723,2022,20,IA,7,4.56,0.25,6.28,2.96,4.91,5.9,3.61,6.42,0.84,1.57,2.22,0.31,0.24,0.59
724,2022,21,IA,7,4.49,0.2,6.31,3.01,4.97,5.77,3.53,6.7,0.87,1.59,2.2,0.28,0.24,0.56
725,2022,22,IA,7,4.55,0.24,6.22,2.88,5.0,5.97,3.6,6.01,0.88,1.69,2.29,0.32,0.23,0.6
726,2022,23,IA,7,4.48,0.21,5.88,2.64,5.27,5.94,3.56,6.17,0.91,1.72,2.44,0.28,0.25,0.59
727,2022,24,IA,7,4.47,0.24,5.28,2.49,5.19,6.04,3.66,6.23,0.89,1.63,2.68,0.33,0.23,0.53
728,2022,25,IA,7,4.43,0.22,5.0,2.41,5.18,6.08,3.71,6.18,0.85,1.64,2.67,0.31,0.26,0.57
729,2022,26,IA,7,4.55,0.24,4.96,2.52,5.29,6.23,3.66,6.34,0.82,1.6,2.53,0.34,0.24,0.55
730,2022,27,IA,7,4.62,0.2,4.96,2.41,5.31,6.18,3.78,6.46,0.85,1.68,2.61,0.32,0.25,0.59
731,2022,28,IA,7,4.8,0.26,5.1,2.46,5.65,6.33,3.66,6.41,0.86,1.77,2.71,0.31,0.24,0.58
732,2022,29,IA,7,5.45,0.28,5.23,2.49,5.66,6.29,3.7,6.36,0.91,1.72,2.73,0.3,0.25,0.57
733,2022,30,IA,7,5.2,0.24,5.33,2.52,5.52,6.2,3.66,6.12,0.89,1.81,2.5,0.32,0.27,0.57
734,2022,31,IA,7,5.14,0.25,5.13,2.44,5.45,6.1,3.53,6.1,0.85,1.78,2.61,0.3,0.22,0.59
735,2022,32,IA,7,4.61,0.24,5.25,2.43,5.46,6.06,3.42,6.03,0.87,1.76,2.58,0.29,0.24,0.57
736,2022,33,IA,7,4.51,0.25,5.32,2.46,5.46,5.93,3.37,5.77,0.8,1.7,2.39,0.29,0.27,0.52
737,2022,34,IA,7,4.61,0.25,5.46,2.52,5.14,5.83,3.19,5.56,0.94,1.63,2.28,0.31,0.26,0.51
738,2022,35,IA,7,5.15,0.29,6.28,3.02,5.17,5.77,3.46,5.79,0.93,1.62,2.3,0.29,0.25,0.51
739,2022,36,IA,7,4.94,0.27,7.15,3.05,5.2,5.73,3.44,5.69,0.94,1.67,2.23,0.3,0.26,0.52
740,2022,37,IA,7,4.82,0.22,7.23,3.15,5.14,5.92,3.41,5.56,0.96,1.68,2.22,0.3,0.26,0.49
741,2022,38,IA,7,4.63,0.21,7.29,3.08,5.32,5.92,3.37,5.51,0.95,1.69,2.29,0.32,0.27,0.5
742,2022,39,IA,7,4.56,0.18,7.41,3.17,5.17,5.85,3.27,5.26,0.93,1.65,2.18,0.38,0.27,0.52
743,2022,40,IA,7,4.73,0.19,7.91,3.11,5.25,5.85,3.33,5.37,0.95,1.64,2.15,0.34,0.25,0.58
744,2022,41,IA,7,5.38,0.21,8.39,3.23,5.33,5.84,3.47,5.22,0.95,1.66,2.16,0.35,0.25,0.59
745,2022,42,IA,7,6.19,0.23,9.28,3.49,5.26,6.13,3.52,5.25,0.96,1.65,2.28,0.34,0.29,0.57
746,2022,43,IA,7,6.09,0.25,9.82,3.48,5.29,5.88,3.77,5.4,0.97,1.73,2.33,0.34,0.3,0.54
747,2022,44,IA,7,5.89,0.29,10.37,3.7,5.25,6.39,3.95,5.56,0.98,1.73,2.26,0.36,0.27,0.53
748,2022,1,KS,7,9.31,0.77,14.7,4.96,6.37,6.28,4.55,6.1,1.19,2.07,2.26,0.31,0.21,0.51
749,2022,2,KS,7,9.64,0.78,13.46,4.77,6.1,6.12,4.48,6.09,1.16,2.09,2.25,0.3,0.18,0.65
750,2022,3,KS,7,8.36,0.64,11.65,3.96,5.98,5.96,4.21,5.7,1.12,2.07,2.23,0.33,0.24,0.63
751,2022,4,KS,7,6.45,0.44,9.5,3.28,5.58,6.0,4.16,5.58,1.09,1.99,2.17,0.34,0.27,0.59
752,2022,5,KS,7,5.32,0.3,7.8,2.72,5.56,5.77,4.06,5.48,1.04,1.94,2.18,0.3,0.23,0.53
753,2022,6,KS,7,4.94,0.26,7.0,2.37,5.44,6.03,4.17,5.68,1.04,2.05,2.3,0.33,0.27,0.58
754,2022,7,KS,7,4.68,0.23,6.83,2.47,5.36,5.95,4.27,5.92,1.02,1.94,2.15,0.33,0.26,0.58
755,2022,8,KS,7,4.49,0.21,6.83,2.4,5.28,5.66,4.32,5.76,0.98,1.76,2.09,0.3,0.25,0.58
756,2022,9,KS,7,4.61,0.22,6.94,2.53,5.58,5.79,4.37,5.94,1.0,1.78,2.6,0.36,0.23,0.6
757,2022,10,KS,7,4.6,0.21,7.46,2.67,5.21,5.83,4.62,6.22,0.93,1.74,2.18,0.3,0.24,0.56
758,2022,11,KS,7,4.64,0.21,7.68,2.64,5.26,5.89,4.78,6.52,0.97,1.78,2.32,0.29,0.21,0.56
759,2022,12,KS,7,4.31,0.2,6.87,2.42,5.3,6.04,4.35,6.26,0.95,1.75,2.21,0.31,0.25,0.63
760,2022,13,KS,7,4.62,0.2,6.65,2.47,5.21,6.05,4.55,6.14,1.0,1.72,2.24,0.33,0.23,0.59
761,2022,14,KS,7,4.67,0.23,6.95,2.7,5.14,6.15,4.47,6.34,0.94,1.7,2.36,0.33,0.27,0.62
762,2022,15,KS,7,4.85,0.27,7.24,2.68,5.12,5.99,4.32,6.15,0.98,1.66,2.28,0.32,0.28,0.55
763,2022,16,KS,7,5.0,0.23,7.44,2.73,5.21,6.22,4.31,6.22,1.01,1.68,2.29,0.36,0.3,0.58
764,2022,17,KS,7,4.67,0.23,7.03,2.65,5.08,6.09,4.0,5.81,0.94,1.66,2.22,0.32,0.27,0.56
765,2022,18,KS,7,4.9,0.24,6.85,2.6,5.09,5.92,3.94,5.59,0.94,1.64,2.23,0.32,0.25,0.57
766,2022,19,KS,7,4.74,0.22,6.65,2.69,5.1,5.95,3.78,5.68,0.95,1.69,2.37,0.28,0.26,0.59
767,2022,20,KS,7,4.55,0.22,6.66,2.82,5.1,5.92,3.7,6.19,0.85,1.61,2.29,0.29,0.24,0.54
768,2022,21,KS,7,4.7,0.21,6.87,2.83,5.3,5.96,3.67,6.34,0.95,1.68,2.3,0.27,0.26,0.55
769,2022,22,KS,7,4.61,0.19,6.6,2.77,5.31,6.12,3.7,5.89,0.92,1.71,2.44,0.29,0.27,0.56
770,2022,23,KS,7,4.69,0.19,5.89,2.63,5.44,6.17,3.65,5.92,0.89,1.69,2.5,0.31,0.2,0.58
771,2022,24,KS,7,4.92,0.23,5.69,2.58,5.53,6.16,3.79,6.0,0.87,1.7,2.76,0.33,0.26,0.6
772,2022,25,KS,7,4.88,0.27,5.59,2.65,5.51,6.16,3.72,5.87,0.88,1.76,2.77,0.3,0.24,0.59
773,2022,26,KS,7,5.04,0.26,5.72,2.57,5.52,6.23,3.69,6.09,0.92,1.76,2.63,0.31,0.23,0.56
774,2022,27,KS,7,5.36,0.28,5.79,2.67,5.6,6.39,3.95,6.21,0.89,1.73,2.76,0.3,0.22,0.6
775,2022,28,KS,7,5.96,0.26,5.71,2.62,5.79,6.55,3.77,5.98,0.9,1.82,2.81,0.31,0.24,0.6
776,2022,29,KS,7,5.81,0.31,5.66,2.6,5.74,6.44,3.8,5.96,0.87,1.79,2.81,0.31,0.23,0.58
777,2022,30,KS,7,5.38,0.29,5.61,2.48,5.74,6.33,3.62,5.83,0.88,1.81,2.6,0.32,0.25,0.57
778,2022,31,KS,7,5.32,0.27,5.41,2.49,5.6,6.1,3.66,5.67,0.89,1.86,2.54,0.3,0.22,0.57
779,2022,32,KS,7,4.72,0.23,5.42,2.37,5.57,6.28,3.55,5.7,0.87,1.74,2.53,0.33,0.29,0.57
780,2022,33,KS,7,4.58,0.21,5.35,2.38,5.35,6.08,3.43,5.39,0.87,1.73,2.37,0.3,0.25,0.55
781,2022,34,KS,7,5.04,0.25,6.22,2.81,5.41,6.25,3.51,5.66,0.93,1.64,2.34,0.34,0.26,0.55
782,2022,35,KS,7,5.11,0.27,6.94,3.1,5.35,5.95,3.44,5.4,0.93,1.6,2.28,0.34,0.28,0.55
783,2022,36,KS,7,5.02,0.26,6.91,2.86,5.24,5.87,3.48,5.37,0.94,1.7,2.27,0.33,0.24,0.54
784,2022,37,KS,7,4.76,0.26,6.83,2.84,5.27,6.07,3.43,5.3,0.94,1.75,2.3,0.3,0.26,0.56
785,2022,38,KS,7,4.64,0.22,6.67,2.62,5.2,6.17,3.46,5.44,0.94,1.68,2.3,0.26,0.24,0.54
786,2022,39,KS,7,4.82,0.25,6.96,2.8,5.07,5.9,3.47,5.44,0.91,1.66,2.21,0.33,0.28,0.55
787,2022,40,KS,7,4.78,0.23,7.43,2.88,5.37,5.97,3.5,5.39,0.95,1.69,2.13,0.3,0.26,0.57
788,2022,41,KS,7,4.98,0.24,8.13,3.08,5.13,5.96,3.75,5.38,0.94,1.66,2.18,0.34,0.3,0.59
789,2022,42,KS,7,5.57,0.26,8.9,3.28,5.33,6.01,3.8,5.32,0.96,1.67,2.26,0.31,0.3,0.54
790,2022,43,KS,7,5.69,0.27,9.74,3.34,5.35,5.93,4.02,5.47,1.0,1.7,2.19,0.4,0.29,0.53
791,2022,44,KS,7,6.58,0.37,10.71,3.76,5.36,6.31,4.78,6.24,1.0,1.72,2.21,0.34,0.27,0.48
792,2022,1,KY,4,8.32,0.68,13.04,4.41,6.14,6.25,4.12,5.67,1.16,2.32,2.21,0.33,0.25,0.52
793,2022,2,KY,4,8.43,0.67,11.66,4.06,5.99,6.08,4.06,5.53,1.16,2.35,2.25,0.34,0.26,0.61
794,2022,3,KY,4,7.9,0.65,11.17,3.92,5.97,6.05,4.09,5.55,1.13,2.29,2.27,0.33,0.26,0.63
795,2022,4,KY,4,6.68,0.45,9.24,3.18,5.64,6.06,3.98,5.5,1.12,2.24,2.25,0.33,0.27,0.61
796,2022,5,KY,4,5.28,0.32,7.49,2.65,5.36,5.65,3.82,5.36,1.02,2.12,2.15,0.3,0.26,0.51
797,2022,6,KY,4,4.67,0.24,6.57,2.35,5.57,6.02,4.07,5.57,1.05,2.23,2.21,0.33,0.27,0.59
798,2022,7,KY,4,4.32,0.19,6.37,2.31,5.38,6.0,4.3,5.95,1.04,2.02,2.2,0.31,0.26,0.56
799,2022,8,KY,4,4.3,0.2,6.48,2.45,5.4,5.87,4.43,6.0,1.04,2.05,2.21,0.33,0.26,0.6
800,2022,9,KY,4,4.26,0.2,6.59,2.57,5.64,6.01,4.54,6.22,1.06,1.98,2.58,0.34,0.27,0.59
801,2022,10,KY,4,4.14,0.17,6.87,2.54,5.25,5.84,4.66,6.42,0.97,1.97,2.17,0.32,0.27,0.55
802,2022,11,KY,4,4.46,0.19,7.01,2.62,5.23,6.01,4.76,6.52,1.01,1.93,2.25,0.31,0.24,0.57
803,2022,12,KY,4,4.45,0.23,7.35,2.72,5.21,6.2,4.85,6.54,1.01,1.94,2.26,0.35,0.26,0.69
804,2022,13,KY,4,4.61,0.2,7.69,2.74,5.21,6.25,4.94,6.53,1.02,1.94,2.25,0.34,0.26,0.59
805,2022,14,KY,4,4.74,0.24,7.97,2.71,5.33,6.38,5.3,6.99,1.08,2.08,2.44,0.33,0.28,0.62
806,2022,15,KY,4,4.49,0.23,7.16,2.55,5.1,6.07,4.57,6.33,1.01,1.91,2.28,0.32,0.27,0.57
807,2022,16,KY,4,4.85,0.24,7.38,2.71,5.25,6.36,4.57,6.14,1.01,1.83,2.28,0.32,0.29,0.61
808,2022,17,KY,4,4.86,0.23,7.53,2.63,4.99,6.13,4.27,6.1,1.02,1.87,2.25,0.33,0.27,0.59
809,2022,18,KY,4,4.82,0.23,7.47,2.7,4.86,5.89,4.1,5.69,1.0,1.8,2.15,0.34,0.25,0.53
810,2022,19,KY,4,4.99,0.25,7.64,2.86,5.01,6.05,3.98,5.81,1.0,1.81,2.25,0.3,0.26,0.56
811,2022,20,KY,4,4.89,0.23,7.69,2.82,5.06,5.89,3.88,6.55,1.01,1.8,2.22,0.3,0.26,0.55
812,2022,21,KY,4,4.88,0.25,7.56,2.9,5.27,6.04,3.97,7.04,1.01,1.92,2.28,0.28,0.24,0.59
813,2022,22,KY,4,5.02,0.27,7.46,2.9,5.41,6.24,3.99,6.22,1.02,1.86,2.44,0.3,0.25,0.58
814,2022,23,KY,4,4.83,0.2,6.81,2.74,5.56,6.23,3.91,6.17,0.98,2.03,2.45,0.32,0.26,0.59
815,2022,24,KY,4,4.92,0.24,6.17,2.52,5.53,6.08,3.93,6.06,0.97,1.93,2.72,0.3,0.25,0.56
816,2022,25,KY,4,5.0,0.25,6.11,2.51,5.59,6.26,3.92,6.02,0.95,1.98,2.71,0.3,0.25,0.59
817,2022,26,KY,4,5.0,0.22,6.0,2.43,5.54,6.33,3.97,6.17,0.93,1.94,2.61,0.31,0.27,0.55
818,2022,27,KY,4,5.16,0.27,5.95,2.44,5.66,6.26,4.08,6.42,0.98,2.0,2.69,0.32,0.25,0.61
819,2022,28,KY,4,5.12,0.28,6.02,2.57,5.97,6.49,3.94,6.15,0.99,2.06,2.77,0.34,0.26,0.59
820,2022,29,KY,4,5.6,0.28,6.22,2.52,5.94,6.42,3.92,6.05,1.05,2.11,2.75,0.34,0.3,0.56
821,2022,30,KY,4,5.31,0.28,5.89,2.4,5.7,6.3,3.73,5.85,0.95,2.1,2.53,0.34,0.31,0.58
822,2022,31,KY,4,5.64,0.25,5.67,2.33,5.69,6.19,3.75,5.84,0.98,2.03,2.54,0.31,0.34,0.56
823,2022,32,KY,4,4.82,0.24,5.62,2.34,5.57,6.23,3.6,5.71,0.92,1.94,2.47,0.33,0.35,0.56
824,2022,33,KY,4,5.08,0.27,6.12,2.67,5.47,6.12,3.61,5.59,0.98,1.92,2.35,0.32,0.32,0.57
825,2022,34,KY,4,5.5,0.31,7.15,3.01,5.43,6.24,3.71,5.67,0.98,1.92,2.37,0.32,0.28,0.54
826,2022,35,KY,4,5.18,0.27,7.29,2.92,5.44,5.91,3.6,5.62,1.01,1.93,2.26,0.32,0.29,0.55
827,2022,36,KY,4,4.9,0.26,7.28,2.82,5.36,6.01,3.71,5.62,0.97,1.97,2.28,0.32,0.27,0.54
828,2022,37,KY,4,4.9,0.23,7.13,2.72,5.36,5.96,3.65,5.59,0.97,1.88,2.31,0.32,0.3,0.54
829,2022,38,KY,4,4.71,0.22,7.51,2.78,5.19,5.92,3.6,5.5,0.97,1.82,2.32,0.34,0.27,0.54
830,2022,39,KY,4,4.64,0.21,7.85,2.79,5.09,5.67,3.68,5.33,0.94,1.76,2.16,0.33,0.27,0.52
831,2022,40,KY,4,4.91,0.21,8.74,3.01,5.22,5.86,3.66,5.48,1.01,1.9,2.24,0.34,0.28,0.55
832,2022,41,KY,4,4.93,0.21,9.05,2.99,5.3,5.98,3.84,5.46,1.01,1.88,2.22,0.35,0.25,0.59
833,2022,42,KY,4,5.18,0.23,9.6,3.21,5.23,5.97,3.85,5.4,1.03,1.87,2.19,0.32,0.25,0.52
834,2022,43,KY,4,5.97,0.33,11.17,3.46,5.24,6.08,4.2,5.61,1.1,1.96,2.21,0.34,0.28,0.54
835,2022,44,KY,4,7.67,0.44,13.28,3.94,5.38,6.75,4.39,5.55,1.08,2.03,2.2,0.34,0.26,0.59
836,2022,1,LA,6,8.18,0.77,13.71,4.31,5.69,5.64,3.95,4.99,0.99,1.84,1.96,0.26,0.21,0.52
837,2022,2,LA,6,7.47,0.69,11.63,3.84,5.33,5.32,3.62,4.68,0.99,1.83,1.82,0.3,0.23,0.6
838,2022,3,LA,6,6.37,0.49,9.85,3.36,5.16,5.16,3.49,4.53,0.92,1.8,1.83,0.29,0.22,0.53
839,2022,4,LA,6,5.25,0.38,8.07,2.82,4.89,5.28,3.42,4.41,0.96,1.72,1.83,0.3,0.23,0.54
840,2022,5,LA,6,4.43,0.27,7.0,2.41,4.74,5.11,3.5,4.55,0.93,1.68,1.84,0.29,0.24,0.53
841,2022,6,LA,6,4.31,0.22,6.73,2.43,4.77,5.23,3.55,4.68,0.9,1.73,1.82,0.29,0.25,0.5
842,2022,7,LA,6,4.29,0.22,6.79,2.45,4.65,5.29,3.75,4.9,0.9,1.66,1.9,0.31,0.25,0.53
843,2022,8,LA,6,3.98,0.2,6.65,2.37,4.67,5.08,3.81,4.91,0.89,1.63,1.9,0.29,0.23,0.52
844,2022,9,LA,6,3.91,0.21,6.68,2.48,4.89,5.17,3.82,5.09,0.88,1.6,2.19,0.26,0.24,0.53
845,2022,10,LA,6,3.78,0.16,6.26,2.24,4.6,5.28,3.75,5.02,0.88,1.64,1.9,0.27,0.24,0.54
